SERVICE NUMBER,REQUEST DATE,LOCATION,WARD,DISTRICT COUNCIL,STATUS,REQUEST TYPE,REQUEST DESCRIPTION,SEE_CLICK_FIX WEBSITE SUBMISSION,MAP LOCATION,LATITUDE,LONGITUDE,GEOCODER
4064074,"WEDNESDAY, APRIL 01, 2015",401 PHALEN BLVD ,5,5,Resolved,Complaint,Certificate of Occupancy,No,"401 PHALEN BLVD
St Paul, MN
(44.964964, -93.083876)",44.964964,-93.083876,extracted
4064080,"WEDNESDAY, APRIL 01, 2015",1067 VAN DYKE ST ,6,2,In Compliance,Complaint,Certificate of Occupancy,No,"1067 VAN DYKE ST
St Paul, MN
(44.973569, -93.02278)",44.973569,-93.02278,extracted
4064084,"WEDNESDAY, APRIL 01, 2015",1606 PINEHURST AVE ,3,15,In Compliance,Complaint,Dumping,No,"1606 PINEHURST AVE
St Paul, MN
(44.918834, -93.168233)",44.918834,-93.168233,extracted
4064088,"WEDNESDAY, APRIL 01, 2015",950 CLEVELAND AVE S,3,15,Resolved,FYI - No Response Required,Parking,No,"950 CLEVELAND AVE S
St Paul, MN
(44.912544, -93.187377)",44.912544,-93.187377,extracted
4064104,"WEDNESDAY, APRIL 01, 2015",1257 ELEANOR AVE ,3,15,Resolved,FYI - No Response Required,Miscellaneous,No,"1257 ELEANOR AVE
St Paul, MN
(44.920633, -93.153317)",44.920633,-93.153317,extracted
4064106,"WEDNESDAY, APRIL 01, 2015",966 MISSISSIPPI RIVER BLVD S,3,15,Resolved,Complaint,Permit,No,"966 MISSISSIPPI RIVER BLVD S
St Paul, MN
(44.913103, -93.196913)",44.913103,-93.196913,extracted
4064118,"WEDNESDAY, APRIL 01, 2015",862 3RD ST E,7,4,Under Review,Complaint,Vacant Building Monitoring,No,"862 3RD ST E
St Paul, MN
(44.956742, -93.064141)",44.956742,-93.064141,extracted
4064125,"WEDNESDAY, APRIL 01, 2015",See Details,,,Resolved,Complaint,Exterior,No,"See Details
St Paul, MN
"
4064131,"WEDNESDAY, APRIL 01, 2015",1238 MARION ST ,5,6,Resolved,Complaint,Garbage Rubbish,No,"1238 MARION ST
St Paul, MN
(44.978448, -93.109744)",44.978448,-93.109744,extracted
4064139,"WEDNESDAY, APRIL 01, 2015",1184 MACKUBIN ST ,5,6,In Compliance,Complaint,Garbage Rubbish,No,"1184 MACKUBIN ST
St Paul, MN
(44.97666, -93.121236)",44.97666,-93.121236,extracted
4064144,"WEDNESDAY, APRIL 01, 2015",1054 JESSIE ST ,5,5,Resolved,Complaint,Tree,No,"1054 JESSIE ST
St Paul, MN
(44.973038, -93.077322)",44.973038,-93.077322,extracted
4064153,"WEDNESDAY, APRIL 01, 2015",726 EDMUND AVE ,1,7,Resolved,Complaint,Vehicle/Abandoned,No,"726 EDMUND AVE
St Paul, MN
(44.95842, -93.1308)",44.95842,-93.1308,extracted
4064165,"WEDNESDAY, APRIL 01, 2015",1230 MARION ST ,5,6,In Compliance,Complaint,Vehicle/Abandoned,No,"1230 MARION ST
St Paul, MN
(44.978229, -93.109746)",44.978229,-93.109746,extracted
4064180,"WEDNESDAY, APRIL 01, 2015",705 SNELLING AVE S,3,15,In Compliance,Complaint,Exterior,No,"705 SNELLING AVE S
St Paul, MN
(44.92023, -93.16702)",44.92023,-93.16702,extracted
4064188,"WEDNESDAY, APRIL 01, 2015",712 THOMAS AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"712 THOMAS AVE
St Paul, MN
(44.959336, -93.130178)",44.959336,-93.130178,extracted
4064191,"WEDNESDAY, APRIL 01, 2015",888 CONCORDIA AVE ,1,8,In Compliance,Complaint,Shut Off,No,"888 CONCORDIA AVE
St Paul, MN
(44.951264, -93.137664)",44.951264,-93.137664,extracted
4064194,"WEDNESDAY, APRIL 01, 2015",367 CRETIN AVE S,3,14,Resolved,FYI - No Response Required,Parking,No,"367 CRETIN AVE S
St Paul, MN
(44.930402, -93.192469)",44.930402,-93.192469,extracted
4064195,"WEDNESDAY, APRIL 01, 2015",448 SHERBURNE AVE ,1,7,In Compliance,Complaint,Exterior,No,"448 SHERBURNE AVE
St Paul, MN
(44.956661, -93.11919)",44.956661,-93.11919,extracted
4064202,"WEDNESDAY, APRIL 01, 2015",611 DALE ST N,1,7,Resolved,Complaint,Dumping,No,"611 DALE ST N
St Paul, MN
(44.959721, -93.126382)",44.959721,-93.126382,extracted
4064203,"WEDNESDAY, APRIL 01, 2015",located on Canton Street between Scheffer and Forster Streets,,,Resolved,FYI - No Response Required,Parking,No,"located on Canton Street between Scheffer and Forster Streets
St Paul, MN
",0,0,0
4064205,"WEDNESDAY, APRIL 01, 2015",515 DALE ST N,1,7,Resolved,Complaint,Exterior,No,"515 DALE ST N
St Paul, MN
(44.956886, -93.126295)",44.956886,-93.126295,extracted
4064211,"WEDNESDAY, APRIL 01, 2015",806 OTTAWA AVE ,2,3,Resolved,Complaint,Vehicle/Abandoned,No,"806 OTTAWA AVE
St Paul, MN
(44.92177, -93.103215)",44.92177,-93.103215,extracted
4064213,"WEDNESDAY, APRIL 01, 2015",509 CURTICE ST W,2,3,Resolved,Complaint,Exterior,No,"509 CURTICE ST W
St Paul, MN
(44.922644, -93.106572)",44.922644,-93.106572,extracted
4064214,"WEDNESDAY, APRIL 01, 2015",1482 MARYLAND AVE E,6,2,Resolved,Complaint,Exterior,No,"1482 MARYLAND AVE E
St Paul, MN
(44.977531, -93.03809)",44.977531,-93.03809,extracted
4064216,"WEDNESDAY, APRIL 01, 2015",954 COOK AVE E,6,5,Resolved,Complaint,Exterior,No,"954 COOK AVE E
St Paul, MN
(44.973005, -93.060234)",44.973005,-93.060234,extracted
4064222,"WEDNESDAY, APRIL 01, 2015",808 BUFFALO ST ,5,6,Under Review,Complaint,Exterior,No,"808 BUFFALO ST
St Paul, MN
(44.96563, -93.093109)",44.96563,-93.093109,extracted
4064229,"WEDNESDAY, APRIL 01, 2015",1013 FRONT AVE ,5,10,Resolved,Complaint,Noise Trash Hauler,No,"1013 FRONT AVE
St Paul, MN
(44.970216, -93.14297)",44.970216,-93.14297,extracted
4063858,"WEDNESDAY, APRIL 01, 2015",638 OAKDALE AVE ,2,3,Resolved,Complaint,Certificate of Occupancy,No,"638 OAKDALE AVE
St Paul, MN
(44.926992, -93.078375)",44.926992,-93.078375,extracted
4063863,"WEDNESDAY, APRIL 01, 2015",1288 RICE ST ,5,6,In Compliance,Complaint,Exterior,No,"1288 RICE ST
St Paul, MN
(44.979944, -93.105901)",44.979944,-93.105901,extracted
4063865,"WEDNESDAY, APRIL 01, 2015",1001 FREMONT AVE ,7,4,Under Review,Complaint,Exterior,No,"1001 FREMONT AVE
St Paul, MN
(44.957661, -93.058158)",44.957661,-93.058158,extracted
4063994,"WEDNESDAY, APRIL 01, 2015",59 WINNIPEG AVE ,1,6,In Compliance,Complaint,Garbage Rubbish,No,"59 WINNIPEG AVE
St Paul, MN
(44.967479, -93.102545)",44.967479,-93.102545,extracted
4064024,"WEDNESDAY, APRIL 01, 2015",461 MARYLAND AVE W,5,6,In Compliance,Complaint,Certificate of Occupancy,No,"461 MARYLAND AVE W
St Paul, MN
(44.977376, -93.119753)",44.977376,-93.119753,extracted
4064026,"WEDNESDAY, APRIL 01, 2015",461 MARYLAND AVE W,5,6,In Compliance,Complaint,Garbage Rubbish,No,"461 MARYLAND AVE W
St Paul, MN
(44.977376, -93.119753)",44.977376,-93.119753,extracted
4064060,"WEDNESDAY, APRIL 01, 2015",1134 JESSAMINE AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"1134 JESSAMINE AVE E
St Paul, MN
(44.974812, -93.05263)",44.974812,-93.05263,extracted
4064115,"WEDNESDAY, APRIL 01, 2015",1750 HOYT AVE E,6,2,Resolved,Complaint,Dumping,No,"1750 HOYT AVE E
St Paul, MN
(44.988339, -93.026452)",44.988339,-93.026452,extracted
4064257,"THURSDAY, APRIL 02, 2015",314 BAKER ST E,2,3,Resolved,Complaint,Garbage Rubbish,No,"314 BAKER ST E
St Paul, MN
(44.926655, -93.072174)",44.926655,-93.072174,extracted
4064274,"THURSDAY, APRIL 02, 2015",686 VICTORIA ST S,2,9,Resolved,Complaint,Exterior,No,"686 VICTORIA ST S
St Paul, MN
(44.920509, -93.135165)",44.920509,-93.135165,extracted
4064277,"THURSDAY, APRIL 02, 2015",446 SHERBURNE AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"446 SHERBURNE AVE
St Paul, MN
(44.95666, -93.119041)",44.95666,-93.119041,extracted
4064278,"THURSDAY, APRIL 02, 2015",189 7TH PLACE E,2,17,Resolved,Complaint,Dumping,No,"189 7TH PLACE E
St Paul, MN
(44.950137, -93.090043)",44.950137,-93.090043,extracted
4064280,"THURSDAY, APRIL 02, 2015",807 CHEROKEE AVE ,2,3,Under Review,Complaint,Exterior,No,"807 CHEROKEE AVE
St Paul, MN
(44.921774, -93.104616)",44.921774,-93.104616,extracted
4064281,"THURSDAY, APRIL 02, 2015",2125 DUDLEY AVE ,4,12,Resolved,FYI - No Response Required,Parking,No,"2125 DUDLEY AVE
St Paul, MN
(44.987179, -93.190126)",44.987179,-93.190126,extracted
4064282,"THURSDAY, APRIL 02, 2015",Jessie/York,,,Resolved,Complaint,Right of Way Signs,No,"Jessie/York
St Paul, MN
",0,0,0
4064286,"THURSDAY, APRIL 02, 2015",25 MARYLAND AVE E,5,6,In Compliance,Complaint,Garbage Rubbish,No,"25 MARYLAND AVE E
St Paul, MN
(44.977399, -93.100115)",44.977399,-93.100115,extracted
4064287,"THURSDAY, APRIL 02, 2015",580 STATE ST ,2,3,Resolved,Complaint,Garbage Rubbish,No,"580 STATE ST
St Paul, MN
(44.928676, -93.078602)",44.928676,-93.078602,extracted
4064288,"THURSDAY, APRIL 02, 2015",511 EDMUND AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"511 EDMUND AVE
St Paul, MN
(44.958453, -93.121753)",44.958453,-93.121753,extracted
4064289,"THURSDAY, APRIL 02, 2015",1009 WHITE BEAR AVE N,6,2,Resolved,Complaint,Vehicle/Abandoned,No,"1009 WHITE BEAR AVE N
St Paul, MN
(44.971446, -93.025286)",44.971446,-93.025286,extracted
4064292,"THURSDAY, APRIL 02, 2015",398 FRONT AVE ,1,6,Razed,Complaint,Vacant Building Monitoring,No,"398 FRONT AVE
St Paul, MN
(44.970181, -93.116927)",44.970181,-93.116927,extracted
4064295,"THURSDAY, APRIL 02, 2015",1286 RICE ST ,5,6,In Compliance,Complaint,Exterior,No,"1286 RICE ST
St Paul, MN
(44.979806, -93.105902)",44.979806,-93.105902,extracted
4064296,"THURSDAY, APRIL 02, 2015",326 BAKER ST E,2,3,Resolved,Complaint,Garbage Rubbish,No,"326 BAKER ST E
St Paul, MN
(44.926656, -93.071678)",44.926656,-93.071678,extracted
4064300,"THURSDAY, APRIL 02, 2015",402 FRONT AVE ,1,6,Razed,Complaint,Vacant Building Monitoring,No,"402 FRONT AVE
St Paul, MN
(44.970178, -93.117154)",44.970178,-93.117154,extracted
4064301,"THURSDAY, APRIL 02, 2015",1174 HERBERT ST ,6,2,Resolved,Complaint,Vehicle/Abandoned,No,"1174 HERBERT ST
St Paul, MN
(44.976622, -93.031642)",44.976622,-93.031642,extracted
4064303,"THURSDAY, APRIL 02, 2015",1278 RICE ST ,5,6,In Compliance,Complaint,Vehicle/Abandoned,No,"1278 RICE ST
St Paul, MN
(44.979675, -93.105904)",44.979675,-93.105904,extracted
4064305,"THURSDAY, APRIL 02, 2015",326 BAKER ST E,2,3,Resolved,Complaint,Vehicle/Abandoned,No,"326 BAKER ST E
St Paul, MN
(44.926656, -93.071678)",44.926656,-93.071678,extracted
4064310,"THURSDAY, APRIL 02, 2015",In Details,,,Resolved,Complaint,Street Maintenance,No,"In Details
St Paul, MN
"
4064313,"THURSDAY, APRIL 02, 2015",1286 RICE ST ,5,6,In Compliance,Complaint,Exterior,No,"1286 RICE ST
St Paul, MN
(44.979806, -93.105902)",44.979806,-93.105902,extracted
4064315,"THURSDAY, APRIL 02, 2015",515 JESSAMINE AVE E,5,5,Resolved,Complaint,Traffic Sign/Light New,No,"515 JESSAMINE AVE E
St Paul, MN
(44.974694, -93.078913)",44.974694,-93.078913,extracted
4064316,"THURSDAY, APRIL 02, 2015",832 BURR ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"832 BURR ST
St Paul, MN
(44.966199, -93.079876)",44.966199,-93.079876,extracted
4064318,"THURSDAY, APRIL 02, 2015",893 PIERCE BUTLER ROUTE ,1,7,Transferred - Closed,Complaint,Graffiti,No,"893 PIERCE BUTLER ROUTE
St Paul, MN
(44.964774, -93.138088)",44.964774,-93.138088,extracted
4064321,"THURSDAY, APRIL 02, 2015",723 JENKS AVE ,6,5,Resolved,Complaint,Vehicle/Abandoned,No,"723 JENKS AVE
St Paul, MN
(44.971172, -93.070047)",44.971172,-93.070047,extracted
4064325,"THURSDAY, APRIL 02, 2015",675 HALL AVE ,2,3,Transferred - Closed,Complaint,Shut Off,No,"675 HALL AVE
St Paul, MN
(44.925551, -93.086583)",44.925551,-93.086583,extracted
4064333,"THURSDAY, APRIL 02, 2015",887 CHARLES AVE ,1,7,Resolved,Complaint,Exterior,No,"887 CHARLES AVE
St Paul, MN
(44.95752, -93.13767)",44.95752,-93.13767,extracted
4064334,"THURSDAY, APRIL 02, 2015",1591 IVY AVE E,6,2,Under Review,Complaint,Garbage Rubbish,No,"1591 IVY AVE E
St Paul, MN
(44.981127, -93.033342)",44.981127,-93.033342,extracted
4064335,"THURSDAY, APRIL 02, 2015",727 JENKS AVE ,6,5,Resolved,Complaint,Vehicle/Abandoned,No,"727 JENKS AVE
St Paul, MN
(44.971172, -93.069894)",44.971172,-93.069894,extracted
4064338,"THURSDAY, APRIL 02, 2015",1106 CUMBERLAND ST ,5,6,In Compliance,Complaint,Dumping,No,"1106 CUMBERLAND ST
St Paul, MN
(44.974591, -93.117454)",44.974591,-93.117454,extracted
4064344,"THURSDAY, APRIL 02, 2015",Front and Kent,,,Resolved,Complaint,Right of Way Signs,No,"Front and Kent
St Paul, MN
",1,0,0
4064349,"THURSDAY, APRIL 02, 2015",1307 -1311 Seminary Ave,,,Resolved,FYI - No Response Required,Parking,No,"1307 -1311 Seminary Ave
St Paul, MN
(44.964744, -93.154846)",44.964744,-93.154846,extracted
4064352,"THURSDAY, APRIL 02, 2015",631 ALBERT ST N,4,11,Resolved,Complaint,Park/Playground,No,"631 ALBERT ST N
St Paul, MN
(44.960653, -93.159388)",44.960653,-93.159388,extracted
4064354,"THURSDAY, APRIL 02, 2015",807 JESSAMINE AVE E,6,5,Resolved,Complaint,Vehicle/Abandoned,No,"807 JESSAMINE AVE E
St Paul, MN
(44.97481, -93.066509)",44.97481,-93.066509,extracted
4064357,"THURSDAY, APRIL 02, 2015",1695 7TH ST E,6,2,Resolved,Complaint,Dumping,No,"1695 7TH ST E
St Paul, MN
(44.966694, -93.02881)",44.966694,-93.02881,extracted
4064359,"THURSDAY, APRIL 02, 2015",1075 RICE ST ,5,6,In Compliance,Complaint,Exterior,No,"1075 RICE ST
St Paul, MN
(44.973682, -93.105943)",44.973682,-93.105943,extracted
4064361,"THURSDAY, APRIL 02, 2015",St. Anthony Street between Lexington and Snelling,,,Resolved,Complaint,Garbage Rubbish,No,"St. Anthony Street between Lexington and Snelling
St Paul, MN
",0,0,0
4064363,"THURSDAY, APRIL 02, 2015",1672 MINNEHAHA AVE E,7,1,Resolved,Complaint,Exterior,No,"1672 MINNEHAHA AVE E
St Paul, MN
(44.963089, -93.029787)",44.963089,-93.029787,extracted
4064365,"THURSDAY, APRIL 02, 2015",940 MINNEHAHA AVE E,7,4,Resolved,Complaint,Vehicle/Abandoned,No,"940 MINNEHAHA AVE E
St Paul, MN
(44.96304, -93.060751)",44.96304,-93.060751,extracted
4064366,"THURSDAY, APRIL 02, 2015",203 KING ST W,2,3,Resolved,Complaint,Tree,No,"203 KING ST W
St Paul, MN
(44.927613, -93.094143)",44.927613,-93.094143,extracted
4064372,"THURSDAY, APRIL 02, 2015",1219 BUSH AVE ,6,4,Resolved,Complaint,Garbage Rubbish,No,"1219 BUSH AVE
St Paul, MN
(44.964914, -93.049057)",44.964914,-93.049057,extracted
4064376,"THURSDAY, APRIL 02, 2015",432 ATWATER ST ,1,6,Transferred - Closed,Complaint,Graffiti,No,"432 ATWATER ST
St Paul, MN
(44.966581, -93.117988)",44.966581,-93.117988,extracted
4064390,"THURSDAY, APRIL 02, 2015",520 HOWARD ST N,7,1,Resolved,Complaint,Traffic Sign/Light New,No,"520 HOWARD ST N
St Paul, MN
(44.957191, -93.008079)",44.957191,-93.008079,extracted
4064394,"THURSDAY, APRIL 02, 2015",1282 JEFFERSON AVE ,3,14,In Compliance,Complaint,Permit,No,"1282 JEFFERSON AVE
St Paul, MN
(44.930559, -93.154454)",44.930559,-93.154454,extracted
4064396,"THURSDAY, APRIL 02, 2015",878 JESSAMINE AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"878 JESSAMINE AVE E
St Paul, MN
(44.974795, -93.063616)",44.974795,-93.063616,extracted
4064398,"THURSDAY, APRIL 02, 2015",454 MARYLAND AVE E,5,5,Open,Complaint,Permit,No,"454 MARYLAND AVE E
St Paul, MN
(44.97738, -93.081494)",44.97738,-93.081494,extracted
4064400,"THURSDAY, APRIL 02, 2015",1169 LAWSON AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"1169 LAWSON AVE E
St Paul, MN
(44.972119, -93.051249)",44.972119,-93.051249,extracted
4064402,"THURSDAY, APRIL 02, 2015",568 LEXINGTON PKWY N,1,7,In Compliance,Complaint,Garbage Rubbish,No,"568 LEXINGTON PKWY N
St Paul, MN
(44.958309, -93.146536)",44.958309,-93.146536,extracted
4064405,"THURSDAY, APRIL 02, 2015",1125 LAWSON AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"1125 LAWSON AVE E
St Paul, MN
(44.97212, -93.05295)",44.97212,-93.05295,extracted
4064408,"THURSDAY, APRIL 02, 2015","Alley between Eleanor and Schaeffer, on the south side of the alley on the west end of the alley.",,,Open,Complaint,Miscellaneous,No,"Alley between Eleanor and Schaeffer, on the south side of the alley on the west end of the alley.
St Paul, MN
",0,0,0
4064410,"THURSDAY, APRIL 02, 2015",1031 DAVERN ST ,3,15,Resolved,Complaint,Garbage Rubbish,No,"1031 DAVERN ST
St Paul, MN
(44.910201, -93.172123)",44.910201,-93.172123,extracted
4064412,"THURSDAY, APRIL 02, 2015",1138 COOK AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"1138 COOK AVE E
St Paul, MN
(44.973013, -93.052481)",44.973013,-93.052481,extracted
4064414,"THURSDAY, APRIL 02, 2015",150 ACKER ST E,5,6,Resolved,Complaint,Certificate of Occupancy,No,"150 ACKER ST E
St Paul, MN
(44.964176, -93.094133)",44.964176,-93.094133,extracted
4064417,"THURSDAY, APRIL 02, 2015",1138 COOK AVE E,6,5,Resolved,Complaint,Vehicle/Abandoned,No,"1138 COOK AVE E
St Paul, MN
(44.973013, -93.052481)",44.973013,-93.052481,extracted
4064420,"THURSDAY, APRIL 02, 2015",963 ROSE AVE E,6,5,Resolved,Complaint,Dumping,No,"963 ROSE AVE E
St Paul, MN
(44.976636, -93.059747)",44.976636,-93.059747,extracted
4064422,"THURSDAY, APRIL 02, 2015",Flandrau/Maryland,,,Resolved,Complaint,Right of Way Signs,No,"Flandrau/Maryland
St Paul, MN
",0,0,0
4064428,"THURSDAY, APRIL 02, 2015",Avon St. N and Front St.,,,Resolved,Complaint,Traffic Sign Repair,No,"Avon St. N and Front St.
St Paul, MN
",0,0,0
4064437,"THURSDAY, APRIL 02, 2015",621 REANEY AVE ,6,5,Resolved,Complaint,Exterior,No,"621 REANEY AVE
St Paul, MN
(44.963899, -93.074371)",44.963899,-93.074371,extracted
4064438,"THURSDAY, APRIL 02, 2015",602 REANEY AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"602 REANEY AVE
St Paul, MN
(44.963895, -93.074951)",44.963895,-93.074951,extracted
4064439,"THURSDAY, APRIL 02, 2015",598 REANEY AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"598 REANEY AVE
St Paul, MN
(44.963893, -93.075241)",44.963893,-93.075241,extracted
4064442,"THURSDAY, APRIL 02, 2015",583 REANEY AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"583 REANEY AVE
St Paul, MN
(44.96389, -93.075739)",44.96389,-93.075739,extracted
4064444,"THURSDAY, APRIL 02, 2015",1151 SHERBURNE AVE ,4,11,Resolved,Complaint,Garbage Rubbish,No,"1151 SHERBURNE AVE
St Paul, MN
(44.956651, -93.148655)",44.956651,-93.148655,extracted
4064461,"THURSDAY, APRIL 02, 2015",1029 GALTIER ST ,5,6,In Compliance,Complaint,Garbage Rubbish,Yes,"1029 GALTIER ST
St Paul, MN
(44.972409, -93.111044)",44.972409,-93.111044,extracted
4064463,"THURSDAY, APRIL 02, 2015",Galtier and Cook Ave W,,,Resolved,Complaint,Water,Yes,"Galtier and Cook Ave W
St Paul, MN
",1,0,0
4064464,"THURSDAY, APRIL 02, 2015",1056 FARRINGTON ST ,5,6,In Compliance,Complaint,Exterior,Yes,"1056 FARRINGTON ST
St Paul, MN
(44.973085, -93.113572)",44.973085,-93.113572,extracted
4064465,"THURSDAY, APRIL 02, 2015",corner of St. Peter & 4th St. ,,,Resolved,Complaint,Traffic Sign/Light New,No,"corner of St. Peter &amp; 4th St.
St Paul, MN
",0,0,0
4064474,"THURSDAY, APRIL 02, 2015",1958 SELBY AVE ,4,13,Resolved,Complaint,Tree,No,"1958 SELBY AVE
St Paul, MN
(44.94617, -93.183148)",44.94617,-93.183148,extracted
4064476,"THURSDAY, APRIL 02, 2015",1992 JEFFERSON AVE ,3,14,Resolved,Complaint,Traffic Sign/Light New,No,"1992 JEFFERSON AVE
St Paul, MN
(44.930688, -93.184503)",44.930688,-93.184503,extracted
4064484,"THURSDAY, APRIL 02, 2015",604 MAGNOLIA AVE E,6,5,Resolved,Complaint,Vehicle/Abandoned,No,"604 MAGNOLIA AVE E
St Paul, MN
(44.973832, -93.074987)",44.973832,-93.074987,extracted
4064486,"THURSDAY, APRIL 02, 2015",771 PIERCE BUTLER ROUTE ,1,7,Resolved,Complaint,Dumping,No,"771 PIERCE BUTLER ROUTE
St Paul, MN
(44.964716, -93.132889)",44.964716,-93.132889,extracted
4064491,"THURSDAY, APRIL 02, 2015",653 SIMS AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"653 SIMS AVE
St Paul, MN
(44.969353, -93.072953)",44.969353,-93.072953,extracted
4064498,"THURSDAY, APRIL 02, 2015",1410 MARGARET ST ,7,4,Resolved,Complaint,Vehicle/Abandoned,No,"1410 MARGARET ST
St Paul, MN
(44.961293, -93.04062)",44.961293,-93.04062,extracted
4064499,"THURSDAY, APRIL 02, 2015",1399 6TH ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"1399 6TH ST E
St Paul, MN
(44.960401, -93.041212)",44.960401,-93.041212,extracted
4064501,"THURSDAY, APRIL 02, 2015",1018 4TH ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"1018 4TH ST E
St Paul, MN
(44.958545, -93.05754)",44.958545,-93.05754,extracted
4064502,"THURSDAY, APRIL 02, 2015",351 COOK AVE E,5,5,Resolved,Complaint,Garbage Rubbish,No,"351 COOK AVE E
St Paul, MN
(44.972813, -93.085533)",44.972813,-93.085533,extracted
4064504,"THURSDAY, APRIL 02, 2015",935 FOREST ST ,6,5,Transferred - Closed,Complaint,Certificate of Occupancy,No,"935 FOREST ST
St Paul, MN
(44.969567, -93.060881)",44.969567,-93.060881,extracted
4064507,"THURSDAY, APRIL 02, 2015",565 MENDOTA ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"565 MENDOTA ST
St Paul, MN
(44.958273, -93.06345)",44.958273,-93.06345,extracted
4064509,"THURSDAY, APRIL 02, 2015",859 3RD ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"859 3RD ST E
St Paul, MN
(44.956742, -93.064296)",44.956742,-93.064296,extracted
4064515,"THURSDAY, APRIL 02, 2015",687 LAWSON AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"687 LAWSON AVE E
St Paul, MN
(44.972066, -93.071512)",44.972066,-93.071512,extracted
4064518,"THURSDAY, APRIL 02, 2015",135 WESTERN AVE S,2,9,Under Review,Complaint,Vacant Building Monitoring,No,"135 WESTERN AVE S
St Paul, MN
(44.937394, -93.115996)",44.937394,-93.115996,extracted
4064521,"THURSDAY, APRIL 02, 2015",618 BRIMHALL ST ,3,15,Under Review,Complaint,Vacant Building Monitoring,No,"618 BRIMHALL ST
St Paul, MN
(44.922831, -93.165702)",44.922831,-93.165702,extracted
4064525,"THURSDAY, APRIL 02, 2015",81 SYCAMORE ST W,1,6,Resolved,Complaint,Garbage Rubbish,No,"81 SYCAMORE ST W
St Paul, MN
(44.964792, -93.103393)",44.964792,-93.103393,extracted
4064527,"THURSDAY, APRIL 02, 2015",797 JUNO AVE ,2,9,Under Review,Complaint,Vacant Building Monitoring,No,"797 JUNO AVE
St Paul, MN
(44.92589, -93.133587)",44.92589,-93.133587,extracted
4064531,"THURSDAY, APRIL 02, 2015",1693 SHERBURNE AVE ,4,11,Resolved,Complaint,Garbage Rubbish,No,"1693 SHERBURNE AVE
St Paul, MN
(44.956569, -93.171688)",44.956569,-93.171688,extracted
4064532,"THURSDAY, APRIL 02, 2015",1730 RACE ST ,3,15,Under Review,Complaint,Vacant Building Monitoring,No,"1730 RACE ST
St Paul, MN
(44.915416, -93.147193)",44.915416,-93.147193,extracted
4064538,"THURSDAY, APRIL 02, 2015",417 TOTEM ROAD ,7,1,Resolved,Complaint,Tree,No,"417 TOTEM ROAD
St Paul, MN
(44.928972, -93.015691)",44.928972,-93.015691,extracted
4064543,"THURSDAY, APRIL 02, 2015",695 THOMAS AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"695 THOMAS AVE
St Paul, MN
(44.959339, -93.129562)",44.959339,-93.129562,extracted
4064544,"THURSDAY, APRIL 02, 2015",2418 DOSWELL AVE ,4,12,Resolved,Complaint,Overhanging Vegetation (Sidewalk/Alley),No,"2418 DOSWELL AVE
St Paul, MN
(44.981213, -93.202299)",44.981213,-93.202299,extracted
4064546,"THURSDAY, APRIL 02, 2015",Leone / White Bear Ave,,,Resolved,Complaint,Pothole,No,"Leone / White Bear Ave
St Paul, MN
",0,0,0
4064554,"THURSDAY, APRIL 02, 2015",977 AURORA AVE ,1,8,In Compliance,Complaint,Dumping,No,"977 AURORA AVE
St Paul, MN
(44.954843, -93.141261)",44.954843,-93.141261,extracted
4064559,"THURSDAY, APRIL 02, 2015",1082 LAFOND AVE ,1,7,In Compliance,Complaint,Exterior,No,"1082 LAFOND AVE
St Paul, MN
(44.960275, -93.14572)",44.960275,-93.14572,extracted
4064561,"THURSDAY, APRIL 02, 2015",451 EDMUND AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"451 EDMUND AVE
St Paul, MN
(44.958456, -93.119193)",44.958456,-93.119193,extracted
4064564,"THURSDAY, APRIL 02, 2015",361 EARL ST ,7,4,Callback Pending,Complaint,Certificate of Occupancy,No,"361 EARL ST
St Paul, MN
(44.952422, -93.055739)",44.952422,-93.055739,extracted
4064575,"THURSDAY, APRIL 02, 2015",1156 PACIFIC ST ,7,4,Resolved,Complaint,Vehicle/Abandoned,No,"1156 PACIFIC ST
St Paul, MN
(44.951321, -93.051636)",44.951321,-93.051636,extracted
